"x"
38005
13479
18494
76159
514
1050
5208
2972
8629
15790
3058
5202
14508
10965
13485
4517
17664
11182
13527
26092
22151
17194
4383
4116
43876
46140
58619
6356
41
36360
47551
1032
16918
24367
2237
15672
22513
37617
25041
1612
306
39912
5947
13539
8365
19789
24593
1830
30340
31936
48013
30074
24526
7642
18258
11979
1383
32363
6412
22591
35387
91477
5253
23254
6481
9488
15380
3733
35731
23263
5153
4353
364
11721
218
41857
532
4831
16021
101312
1753
62570
2387
16046
3819
14243
33994
8422
19283
5283
8392
6701
11312
37592
14117
45660
24791
37345
10928
44471
