"x"
8
4
4
2
6
4
3
3
2
3
3
3
4
4
2
3
6
3
2
4
4
2
5
2
3
3
3
2
2
4
6
7
6
3
3
3
3
2
4
3
5
2
3
3
7
3
4
4
3
3
2
4
2
6
3
2
3
3
3
2
6
3
2
6
3
3
3
2
3
3
4
6
4
2
2
2
2
2
3
4
4
6
2
3
2
2
4
3
2
2
3
4
5
6
6
2
5
3
4
3
