"user.self","sys.self","elapsed","user.child","sys.child"
5.04999999999563,0.909999999999854,5.99000000001979,NA,NA
9.68000000000029,2.10999999999876,11.8400000000256,NA,NA
9.61000000000058,1.78000000000065,11.4500000000116,NA,NA
4.90000000000146,0.8700000000008,5.79000000000815,NA,NA
9.59999999999854,1.91999999999825,11.6300000000047,NA,NA
10.260000000002,1.83000000000175,12.1399999999849,NA,NA
10.5699999999997,2.07999999999993,12.7600000000093,NA,NA
5.31999999999971,0.829999999999927,6.28999999997905,NA,NA
4.84000000000378,0.949999999998909,5.83999999999651,NA,NA
5,0.930000000000291,5.95000000001164,NA,NA
9.59999999999854,1.75,11.4100000000035,NA,NA
9.65000000000146,1.98999999999978,11.679999999993,NA,NA
4.80000000000291,1.11000000000058,5.9199999999837,NA,NA
5.43000000000029,0.799999999999272,6.27000000001863,NA,NA
10.5499999999956,1.95000000000073,12.5799999999872,NA,NA
9.91999999999825,1.61999999999898,11.6199999999953,NA,NA
9.59999999999854,1.82999999999993,11.570000000007,NA,NA
9.80999999999767,1.82999999999993,11.7600000000093,NA,NA
9.29999999999563,2.06000000000131,11.460000000021,NA,NA
10,1.73999999999978,11.7999999999884,NA,NA
11.9000000000015,2.61999999999898,14.9400000000023,NA,NA
11.1399999999994,2.30000000000109,13.5599999999977,NA,NA
11.3000000000029,2.04000000000087,13.5,NA,NA
11.1500000000015,2.09000000000015,13.2999999999884,NA,NA
11.5400000000009,2.11000000000058,13.8099999999977,NA,NA
11.3099999999977,1.86999999999898,13.25,NA,NA
5.83000000000175,1.01000000000022,6.85999999998603,NA,NA
6.03000000000611,1.23999999999978,7.41000000000349,NA,NA
5.79000000000087,1.17000000000007,7.02999999999884,NA,NA
6.30999999999767,1.46999999999935,7.97000000000116,NA,NA
10.9300000000003,1.89000000000124,12.9700000000012,NA,NA
11.4099999999962,1.96999999999935,13.5100000000093,NA,NA
10.9300000000003,2.22999999999956,13.3699999999953,NA,NA
11.7799999999988,2.22000000000116,14.039999999979,NA,NA
11.3400000000038,2.1299999999992,13.6300000000047,NA,NA
10.5800000000017,1.96999999999935,12.7200000000012,NA,NA
5,0.760000000000218,5.92000000001281,NA,NA
9.76000000000204,1.73999999999978,11.5599999999977,NA,NA
9.08999999999651,1.98000000000138,11.1100000000151,NA,NA
4.83999999999651,0.719999999999345,5.5800000000163,NA,NA
4.87999999999738,0.809999999999491,5.72999999998137,NA,NA
9.59000000000378,1.61000000000058,11.2300000000105,NA,NA
9.44000000000233,1.78000000000065,11.3499999999767,NA,NA
4.80000000000291,0.959999999999127,5.75,NA,NA
9.37999999999738,2.04000000000087,11.4499999999825,NA,NA
9.70999999999913,1.73999999999978,11.4700000000012,NA,NA
10.9800000000032,1.85999999999876,13.0199999999895,NA,NA
10.8899999999994,1.75,12.7799999999988,NA,NA
5.42000000000553,1.04000000000087,6.50999999998021,NA,NA
5.95999999999913,1.11000000000058,7.29000000000815,NA,NA
6.47000000000116,1.26999999999862,7.85000000000582,NA,NA
11.4199999999983,2.38000000000102,14,NA,NA
5.72999999999593,1.42000000000007,7.22999999998137,NA,NA
6.08000000000175,0.93999999999869,7.04999999998836,NA,NA
10.2700000000041,2.1200000000008,12.4800000000105,NA,NA
10.3400000000038,1.98999999999978,12.3800000000047,NA,NA
9.7300000000032,1.96999999999935,11.859999999986,NA,NA
4.60999999999331,0.950000000000728,5.55999999999767,NA,NA
4.62999999999738,1,5.63000000000466,NA,NA
4.7699999999968,0.920000000000073,5.71000000002095,NA,NA
4.91000000000349,0.690000000000509,5.62999999997555,NA,NA
9.5199999999968,1.61999999999898,11.1700000000128,NA,NA
9.07999999999447,1.77000000000044,10.8600000000151,NA,NA
4.59999999999854,0.860000000000582,5.44999999998254,NA,NA
9.46999999999389,1.88999999999942,11.3899999999849,NA,NA
9.05000000000291,1.72999999999956,10.7999999999884,NA,NA
8.88999999999942,1.82999999999993,10.7200000000012,NA,NA
9.30999999999767,1.80999999999949,11.1499999999942,NA,NA
9.71999999999389,1.7400000000016,11.5,NA,NA
5.58000000000175,1.02999999999884,6.63000000000466,NA,NA
5.33000000000175,1.09000000000015,6.51999999998952,NA,NA
10.7199999999939,1.97000000000116,12.6999999999825,NA,NA
10.5400000000009,1.91999999999825,12.5200000000186,NA,NA
10.8600000000006,2.02000000000044,12.9700000000012,NA,NA
11.4000000000015,2.02000000000044,13.5800000000163,NA,NA
5.5,1.10000000000036,6.64999999999418,NA,NA
11.25,1.82999999999993,13.1399999999849,NA,NA
10.9300000000003,2.29999999999927,13.3000000000175,NA,NA
11.2200000000012,1.84000000000015,13.0899999999965,NA,NA
10.9799999999959,2.27000000000044,13.3500000000058,NA,NA
10.8899999999994,2.18999999999869,13.070000000007,NA,NA
11.2800000000061,2.04000000000087,13.359999999986,NA,NA
5.48999999999796,1.14999999999964,6.63999999998487,NA,NA
11.4000000000015,1.76000000000022,13.2000000000116,NA,NA
5.86000000000058,0.75,6.63999999998487,NA,NA
11.1699999999983,2,13.1899999999732,NA,NA
11.2200000000012,2.09000000000015,13.4200000000128,NA,NA
11.1199999999953,1.98999999999978,13.1399999999849,NA,NA
11.1299999999974,2.05999999999949,13.2699999999895,NA,NA
11,2,13.0299999999988,NA,NA
5.58000000000175,1.05000000000109,6.64000000001397,NA,NA
11.4000000000015,2.05999999999949,13.5599999999977,NA,NA
6.28000000000611,0.829999999999927,7.29000000000815,NA,NA
10.9800000000032,2.01000000000022,13.1600000000035,NA,NA
5.62000000000262,1.10000000000036,6.75,NA,NA
11.4599999999991,1.69000000000051,13.2700000000186,NA,NA
11.0800000000017,1.70000000000073,12.8800000000047,NA,NA
11.1500000000015,2.04999999999927,13.320000000007,NA,NA
5.36000000000058,0.950000000000728,6.33999999999651,NA,NA
5.47000000000116,0.989999999999782,6.47000000000116,NA,NA
